CustomerID,MaritalStatus ,EducationLevel ,Occupation 
806,Divorced,Associate's Degree,teacher
807,Divorced,Master's Degree,teacher
808,Separated,Master's Degree,chef
809,Married,High School Diploma,chef
810,Divorced,Doctorate,teacher
811,Separated,Doctorate,doctor
812,Separated,Doctorate,pilot
813,Divorced,High School Diploma,engineer
814,Married,High School Diploma,doctor
815,Single,Doctorate,pilot
816,Divorced,Master's Degree,teacher
817,Separated,Master's Degree,chef
818,Divorced,Master's Degree,engineer
819,Married,Bachelor's Degree,doctor
820,Separated,Bachelor's Degree,pilot
821,Divorced,Associate's Degree,engineer
822,Divorced,Bachelor's Degree,pilot
823,Divorced,Associate's Degree,doctor
824,Separated,Associate's Degree,engineer
825,Separated,Doctorate,artist
826,Married,Master's Degree,doctor
827,Separated,Master's Degree,teacher
828,Separated,High School Diploma,artist
829,Married,High School Diploma,teacher
830,Separated,Master's Degree,artist
831,Widowed,Doctorate,engineer
832,Divorced,Master's Degree,doctor
833,Separated,Bachelor's Degree,artist
834,Widowed,Associate's Degree,pilot
835,Widowed,Associate's Degree,artist
836,Separated,High School Diploma,engineer
837,Married,Doctorate,artist
838,Separated,Associate's Degree,pilot
839,Widowed,Associate's Degree,engineer
840,Separated,Bachelor's Degree,chef
841,Widowed,Doctorate,chef
842,Divorced,Associate's Degree,pilot
843,Single,Associate's Degree,doctor
844,Single,High School Diploma,engineer
845,Widowed,Bachelor's Degree,doctor
846,Divorced,High School Diploma,pilot
847,Married,Bachelor's Degree,engineer
848,Separated,High School Diploma,artist
849,Single,High School Diploma,teacher
850,Widowed,Bachelor's Degree,engineer
851,Separated,Doctorate,artist
852,Widowed,High School Diploma,pilot
853,Married,Doctorate,pilot
854,Married,Associate's Degree,doctor
855,Single,High School Diploma,doctor
856,Married,Associate's Degree,engineer
857,Divorced,Doctorate,teacher
858,Widowed,High School Diploma,engineer
859,Married,Bachelor's Degree,doctor
860,Married,Master's Degree,engineer
861,Widowed,Bachelor's Degree,artist
862,Divorced,Bachelor's Degree,pilot
863,Widowed,High School Diploma,pilot
864,Married,Master's Degree,pilot
865,Separated,Associate's Degree,pilot
866,Divorced,Doctorate,doctor
867,Single,Doctorate,artist
868,Single,Doctorate,teacher
869,Divorced,High School Diploma,chef
870,Married,High School Diploma,artist
871,Single,High School Diploma,teacher
872,Divorced,Doctorate,chef
873,Widowed,Bachelor's Degree,engineer
874,Separated,Master's Degree,pilot
875,Divorced,Master's Degree,pilot
876,Divorced,Doctorate,engineer
877,Widowed,Master's Degree,doctor
878,Married,High School Diploma,artist
879,Married,High School Diploma,engineer
880,Married,Bachelor's Degree,teacher
881,Separated,Bachelor's Degree,engineer
882,Married,Associate's Degree,engineer
883,Separated,Bachelor's Degree,doctor
884,Married,Doctorate,doctor
885,Single,Associate's Degree,pilot
886,Married,High School Diploma,pilot
887,Widowed,Doctorate,doctor
888,Widowed,Doctorate,artist
889,Single,Associate's Degree,engineer
890,Widowed,Bachelor's Degree,artist
891,Separated,High School Diploma,artist
892,Single,Bachelor's Degree,artist
893,Single,Bachelor's Degree,chef
894,Married,Bachelor's Degree,engineer
895,Widowed,Doctorate,engineer
896,Separated,Doctorate,artist
897,Separated,Master's Degree,pilot
898,Widowed,Doctorate,doctor
899,Widowed,Associate's Degree,engineer
900,Single,High School Diploma,chef
901,Widowed,High School Diploma,pilot
902,Married,Associate's Degree,pilot
903,Widowed,Associate's Degree,doctor
904,Single,Associate's Degree,chef
905,Widowed,High School Diploma,artist
906,Widowed,Associate's Degree,teacher
907,Separated,Doctorate,artist
908,Single,Master's Degree,pilot
909,Single,Associate's Degree,doctor
910,Separated,High School Diploma,pilot
911,Divorced,Associate's Degree,artist
912,Widowed,High School Diploma,engineer
913,Divorced,Master's Degree,doctor
914,Single,Bachelor's Degree,artist
915,Widowed,Bachelor's Degree,doctor
916,Widowed,Master's Degree,doctor
917,Separated,Master's Degree,chef
918,Married,Associate's Degree,pilot
919,Single,High School Diploma,teacher
920,Single,Associate's Degree,chef
921,Divorced,Associate's Degree,chef
922,Widowed,Master's Degree,pilot
923,Widowed,Master's Degree,pilot
924,Separated,Bachelor's Degree,teacher
925,Divorced,Associate's Degree,doctor
926,Widowed,Doctorate,teacher
927,Widowed,Doctorate,teacher
928,Divorced,Bachelor's Degree,artist
929,Single,Associate's Degree,engineer
930,Separated,Associate's Degree,doctor
931,Single,Bachelor's Degree,chef
932,Divorced,Associate's Degree,chef
933,Single,Doctorate,artist
934,Single,Master's Degree,engineer
935,Single,Bachelor's Degree,artist
936,Single,High School Diploma,doctor
937,Divorced,Master's Degree,teacher
938,Single,Bachelor's Degree,doctor
939,Divorced,Associate's Degree,teacher
940,Divorced,Doctorate,chef
941,Widowed,Associate's Degree,artist
942,Divorced,Doctorate,teacher
943,Married,Associate's Degree,chef
944,Married,Doctorate,artist
945,Single,High School Diploma,doctor
946,Widowed,Associate's Degree,teacher
947,Divorced,Master's Degree,pilot
948,Single,High School Diploma,pilot
949,Married,High School Diploma,chef
950,Divorced,High School Diploma,teacher
951,Divorced,Bachelor's Degree,chef
952,Divorced,High School Diploma,engineer
953,Widowed,Doctorate,artist
954,Married,Associate's Degree,doctor
955,Widowed,Master's Degree,doctor
956,Widowed,Bachelor's Degree,doctor
957,Divorced,Doctorate,artist
958,Separated,Master's Degree,pilot
959,Separated,Bachelor's Degree,artist
960,Single,High School Diploma,teacher
961,Separated,Bachelor's Degree,teacher
962,Widowed,Associate's Degree,artist
963,Separated,Associate's Degree,pilot
964,Married,Bachelor's Degree,teacher
965,Married,Associate's Degree,artist
966,Separated,Associate's Degree,doctor
967,Divorced,Bachelor's Degree,doctor
968,Widowed,Doctorate,teacher
969,Separated,Doctorate,teacher
970,Divorced,Doctorate,teacher
971,Widowed,Bachelor's Degree,engineer
972,Married,Associate's Degree,teacher
973,Widowed,High School Diploma,chef
974,Separated,Doctorate,chef
975,Separated,Doctorate,pilot
976,Single,Doctorate,chef
977,Separated,High School Diploma,doctor
978,Separated,Master's Degree,teacher
979,Widowed,High School Diploma,engineer
980,Widowed,Doctorate,artist
981,Divorced,High School Diploma,artist
982,Single,Doctorate,artist
983,Single,Master's Degree,engineer
984,Married,Bachelor's Degree,teacher
985,Divorced,Associate's Degree,pilot
986,Widowed,High School Diploma,chef
987,Separated,Associate's Degree,chef
988,Single,Associate's Degree,artist
989,Widowed,Bachelor's Degree,teacher
990,Married,Associate's Degree,pilot
991,Single,Bachelor's Degree,pilot
992,Divorced,Master's Degree,artist
993,Separated,Associate's Degree,teacher
994,Widowed,Master's Degree,pilot
995,Widowed,Bachelor's Degree,doctor
996,Widowed,Associate's Degree,artist
997,Widowed,Doctorate,teacher
998,Married,Doctorate,doctor
999,Divorced,Doctorate,doctor
1000,Single,Doctorate,artist
